"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
placenta_delivery_method,delivery_details,,radio,"Placenta delivery method","1, Removed manually | 2, Controlled cord traction",,,,,,"[is_placenta_complete] = '1'",y,,,,,
placenta_weight_grams,delivery_details,,text,"Placenta weight (in grams)",,,number,100,700,,"[is_placenta_complete] = '1'",y,,,,," @HIDDEN"
is_active_pv_bleeding,delivery_details,,yesno,"Active PV bleeding",,,,,,,,y,,,,,
estimated_blood_loss,delivery_details,,radio,"If yes, estimated blood loss","1, <500mls | 2, 500mls to 1000mls | 3, >1000mls",,,,,,"[is_active_pv_bleeding] = '1'",y,,,,,
is_clots,delivery_details,,yesno,Clots,,,,,,,"[is_active_pv_bleeding] = '1'",y,,,,,
count_abdominal_packs,delivery_details,,text,"Abdominal packs",,,integer,0,100,,"[is_active_pv_bleeding] = '1'",y,,,,," @HIDDEN"
count_gauzes,delivery_details,,text,Gauzes,,,integer,10,50,,"[is_active_pv_bleeding] = '1'",y,,,,," @HIDDEN"
count_drapes_soaked,delivery_details,,text,"Drapes soaked",,,integer,0,50,,"[is_active_pv_bleeding] = '1'",y,,,,," @HIDDEN"
is_perineal_tear,delivery_details,,yesno,"Perineal tear",,,,,,,,y,,,,,
perineal_tear_grade,delivery_details,,radio,"If yes, grade","1, Grade 1 | 2, Grade 2 | 3, Grade 3 | 4, Grade 4",,,,,,"[is_perineal_tear] = '1'",y,,,,,
is_episiotomy,delivery_details,,yesno,Episiotomy,,,,,,,,y,,,,,
is_tear_episiotmy_repaired,delivery_details,,yesno,"Tear or episiotomy repaired",,,,,,,"[is_episiotomy] = '1'",y,,,,,
episiotomy_repair_location,delivery_details,,radio,"Repair Location","1, Repaired bedside | 2, Repaired in theatre",,,,,,"[is_tear_episiotmy_repaired] = '1'",y,,,,,
is_uterotonic_used,delivery_details,,yesno,"Uterotonic used",,,,,,,,y,,,,,
uterotonic_used,uterotonic_details,,radio,Uterotonic,"1, Oxytocin | 2, Carbetocin | 3, Tranexamic | 4, Cytotec",,,,,,,y,,,,,
uterotonic_dose_1,uterotonic_details,,text,"Dose 1",,,number,0,500,,,y,,,,,
uterotonic_dose_1_units,uterotonic_details,,radio,"Dose 1 units","1, IU | 2, µg | 3, mg",,,,,,"[uterotonic_dose_1] > 0",y,,,,," @HIDDEN"
uterotonic_dose1_rt,uterotonic_details,,radio,"Dose 1 Route","1, IM | 2, IV",,,,,,"[uterotonic_dose_1] > 0",y,,,,," @HIDDEN"
uterotonic_dose1_date,uterotonic_details,,text,"Date initiated",,,date_dmy,[admission_date],,,"[uterotonic_dose_1] > 0",y,,,,," @NOTFUTURE @HIDEBUTTON"
uterotonic_dose1_time_init,uterotonic_details,,text,"Time initiated",,,time,,,,"[uterotonic_dose_1] > 0",y,,,,," @HIDEBUTTON"
uterotonic_dose1_time_unit,uterotonic_details,,radio,AM/PM?,"1, AM | 2, PM",,,,,,"[uterotonic_dose_1] > 0",y,,,,,
uterotonic_dose_2,uterotonic_details,,text,"Dose 2",,,number,0,500,,,y,,,,,
uterotonic_dose_2_units_2,uterotonic_details,,radio,"Dose 2 units","1, IU | 2, µg | 3, mg",,,,,,"[uterotonic_dose_2] > 0",y,,,,," @HIDDEN"
uterotonic_dose2_rt_2,uterotonic_details,,radio,"Dose 2 Route","1, IM | 2, IV",,,,,,"[uterotonic_dose_2] > 0",y,,,,," @HIDDEN"
uterotonic_dose1_date_2,uterotonic_details,,text,"Date initiated",,,date_dmy,[admission_date],,,"[uterotonic_dose_2] > 0",y,,,,," @NOTFUTURE @HIDEBUTTON"
uterotonic_dose2_time_init,uterotonic_details,,text,"Time initiated",,,time,,,,"[uterotonic_dose_2] > 0",y,,,,," @HIDEBUTTON"
uterotonic_dose2_time_unit,uterotonic_details,,radio,AM/PM?,"1, AM | 2, PM",,,,,,"[uterotonic_dose_2] > 0",y,,,,,
uterotonic_dose_3,uterotonic_details,,text,"Dose 3",,,number,0,500,,,y,,,,,
uterotonic_dose_3_units_3,uterotonic_details,,radio,"Dose 3 units","1, IU | 2, µg | 3, mg",,,,,,"[uterotonic_dose_3] > 0",y,,,,," @HIDDEN"
uterotonic_dose3_rt_3,uterotonic_details,,radio,"Dose 3 Route","1, IM | 2, IV",,,,,,"[uterotonic_dose_3] > 0",y,,,,," @HIDDEN"
uterotonic_dose1_date_3,uterotonic_details,,text,"Date initiated",,,date_dmy,[admission_date],,,"[uterotonic_dose_3] > 0",y,,,,," @NOTFUTURE @HIDEBUTTON"
uterotonic_dose3_time_init,uterotonic_details,,text,"Time initiated",,,time,,,,"[uterotonic_dose_3] > 0",y,,,,," @HIDEBUTTON"
uterotonic_dose3_time_unit,uterotonic_details,,radio,AM/PM?,"1, AM | 2, PM",,,,,,"[uterotonic_dose_3] > 0",y,,,,,
is_oth_complications_post,post_delivery,,yesno,"Other maternal complications post delivery",,,,,,,,y,,,,,
oth_complications_post,post_delivery,,notes,"Please specify other maternal complications post delivery",,,,,,,"[is_oth_complications_post] = '1'",y,,,,,
duration_first_stage_hrs,post_delivery,,text,"Duration of 1st stage(hrs)",,,integer,0,48,,,y,,,,,
duration_first_stage_mins,post_delivery,,text,"Duration of 1st stage(mins)",,,integer,0,59,,,y,,,,,
duration_second_stage_hrs,post_delivery,,text,"Duration of 2nd stage(hrs)",,,integer,0,48,,,y,,,,,
duration_second_stage_mins,post_delivery,,text,"Duration of 2nd stage(mins)",,,integer,0,59,,,y,,,,,
duration_third_stage_hrs,post_delivery,,text,"Duration of 3rd stage(hrs)",,,integer,0,48,,,y,,,,,
duration_third_stage_mins,post_delivery,,text,"Duration of 3rd stage(mins)",,,integer,0,59,,,y,,,,,
post_del_spo2,post_delivery,"Post delivery vitals",text,Sp02(%),,,integer,70,100,,,y,,,,,
post_del_rr,post_delivery,,text,"Resp Rate(bpm)",,,integer,10,20,,,y,,,,,
post_del_temp,post_delivery,,text,Temp(°C),,,number,34,41.5,,,y,,,,,
post_del_hr,post_delivery,,text,"Heart Rate(/min)",,,integer,40,160,,,y,,,,,
post_bp_systolic,post_delivery,,text,"Systolic Blood Pressure(mm Hg)",,,integer,70,200,,,y,,,,,
post_bp_diastolic,post_delivery,,text,"Diastolic Blood Pressure(mm Hg)",,,integer,40,120,,,y,,,,,
management_plan,post_delivery,"Management plan",checkbox,"Management plan","0, None | 1, Monitor vital signs (BP, Pulse, Temperature, Respiratory rate) | 2, Assess uterine contraction and fundal height | 3, Monitor vaginal bleeding (Lochia) and check for postpartum hemorrhage | 4, Administer uterotonics (e.g., Oxytocin 10 IU IM or IV) | 5, Provide pain relief (e.g., Paracetamol, Ibuprofen) | 6, Initiate early breastfeeding (within the first hour) | 7, Administer Vitamin K to newborn | 8, Ensure newborn receives immunizations (BCG, OPV, Hepatitis B) | 9, Educate mother on postpartum warning signs (excessive bleeding, fever, severe pain) | 10, Schedule postnatal follow-up (Day 7 and 6 weeks) | 11, Administer TEO to newborn | 999, Other(specify)",,,,,,,y,,,,," @NONEOFTHEABOVE='0'"
management_plan_oth,post_delivery,,notes,"Please specify other management plan",,,,,,,"[management_plan(999)] = '1'",y,,,,,
birth_notification_no,post_delivery,,text,"Birth Notification No.",,,,,,y,,y,,,,," @HIDDEN"
date_birth_notification,post_delivery,,text,"Date of Notification",,,date_dmy,[date_delivery],,,,y,,,,," @HIDEBUTTON @HIDDEN"
is_notified,post_delivery,,yesno,Notified?,,,,,,,,y,,,,," @HIDDEN"
maternal_date_discharge,post_delivery,"Discharge summary",text,"Date of discharge",,,date_dmy,[date_delivery],,,,y,,,,," @HIDEBUTTON @NOTFUTURE"
time_maternal_discharge,post_delivery,,text,"Time of discharge",,,time,,,,,y,,,,," @HIDEBUTTON"
maternal_time_disch_unit,post_delivery,,radio,AM/PM?,"1, AM | 2, PM",,,,,,,y,,,,,
maternal_outcome,post_delivery,,radio,"Maternal outcome at discharge","1, Alive | 2, Dead | 3, Referred | 4, Discharged Against Medical Advice | 5, Absconded",,,,,,,y,,,,,
maternal_discharge_dx,post_delivery,,radio,"Discharge diagnosis","1, Normal delivery (POST SUD) | 2, Surgical delivery (POST C/S) | 3, Medical Mx of pregnancy complication",,,,,,,y,,,,,
maternal_discharge_dx_oth,post_delivery,,notes,"Please specify other discharge diagnosis",,,,,,,"[maternal_discharge_dx] = 'OTH'",,,,,,
is_mat_disch_meds,post_delivery,,yesno,"Has discharge medications?",,,,,,,,y,,,,,
mat_disch_meds,post_delivery,,notes,"Discharge meds",,,,,,,"[is_mat_disch_meds] = '1'",y,,,,,
mat_followup_date,post_delivery,,text,"Follow up date",,,date_dmy,[maternal_date_discharge],,,,y,,,,," @HIDDEN @HIDEBUTTON"
has_baby_nbu_nicu,post_delivery,,yesno,"Has  a Baby Transferred to NBU/NICU?",,,,,,,,y,,,,," @HIDDEN"
discharging_clinician_name,post_delivery,,text,"Discharging clinician name",,,,,,,,y,,,,,
newborn_id,newborn_details,,text,"Birth number",,,integer,1,5,,,y,,,,,
delivery_outcome,newborn_details,,radio,"Delivery Outcome","1, Born alive | 2, Fresh stillbirth | 3, Macerated stillbirth",,,,,,,y,,,,,
newborn_date_of_birth,newborn_details,,text,"Date of Birth",,,date_dmy,[date_delivery],,,,y,,,,," @HIDEBUTTON @NOTFUTURE"
newborn_time_of_birth,newborn_details,,text,"Time of Birth",,,time,,,,,y,,,,," @HIDEBUTTON @NOTFUTURE"
newborn_t_of_birth_units,newborn_details,,radio,AM/PM?,"1, AM | 2, PM",,,,,,,y,,,,," @HIDEBUTTON @NOTFUTURE"
child_sex,newborn_details,,radio,"Child sex","1, Male | 2, Female | 3, Indeterminate",,,,,,,y,,,,,
birth_weight_grams,newborn_details,,text,"Birth Weight (grams)",,,integer,400,6000,,,y,,,,,
apgar_1min,newborn_details,,text,"1-minute APGAR",,,integer,0,10,,"[delivery_outcome] = '1'",y,,,,,
apgar_5min,newborn_details,,text,"5-minute APGAR",,,integer,0,10,,"[delivery_outcome] = '1'",y,,,,,
apgar_10min,newborn_details,,text,"10-minute APGAR",,,integer,0,10,,"[delivery_outcome] = '1'",y,,,,,
lactate_levels,newborn_details,,text,Lactate(mmol/L),,,number,0.5,20,,,y,,,,,
is_birth_asyphyxia,newborn_details,,yesno,"Birth asphyxia",,,,,,,"[delivery_outcome] = '1'",y,,,,,
child_head_circum_cm,newborn_details,,text,"Head circumference(in cm)",,,number,25,42,,"[delivery_outcome] = '1'",y,,,,,
child_lenght_cm,newborn_details,,text,"Baby's length (cm)",,,number,30,60,,"[delivery_outcome] = '1'",y,,,,,
is_resuscitation_required,newborn_details,,yesno,"Resuscitation required",,,,,,,"[delivery_outcome] = '1'",y,,,,,
resuscitation_type,newborn_details,,radio," Type of resuscitation","1, BVM only | 2, BVM and chest compressions",,,,,,"[is_resuscitation_required] = '1'",y,,,,,
resuscitation_type_oth,newborn_details,,text,"Please specify resuscitation type",,,,,,,"[resuscitation_type] = 'OTH'",y,,,,,
is_alive_after_resus,newborn_details,,yesno,"Alive post-resuscitation?",,,,,,,"[is_resuscitation_required] = '1'",y,,,,,
post_resuscitation_care,newborn_details,,radio,"If alive post-resuscitation, stabilisation care
","1, O₂ via nasal prongs | 2, O₂ via NRM | 3, CPAP",,,,,,"[is_alive_after_resus] = '1'",y,,,,,
post_resusc_outcome_oth,newborn_details,,notes,"Please specify post-resuscitation/stabilisation",,,,,,,"[post_resuscitation_care] = 'OTH'",y,,,,,
is_transferred_nbu,newborn_details,,yesno,"Tranferred to NBU?",,,,,,,"[delivery_outcome] = '1'",y,,,,,
date_transfer_nbu,newborn_details,,text,"Date baby transferred to NBU",,,date_dmy,[date_delivery],,,"[is_transferred_nbu] = '1'",y,,,,," @HIDEBUTTON @NOTFUTURE"
time_transfer_nbu,newborn_details,,text,"Time baby transferred to NBU",,,time,,,,"[is_transferred_nbu] = '1'",y,,,,," @HIDEBUTTON"
time_transfer_nbu_unit,newborn_details,,radio,AM/PM?,"1, AM | 2, PM",,,,,,"[is_transferred_nbu] = '1'",y,,,,,
is_transferred_nicu,newborn_details,,yesno,"Tranferred to NICU?",,,,,,,"[delivery_outcome] = '1'",y,,,,,
date_transfer_nicu,newborn_details,,text,"Date baby transferred to NICU",,,date_dmy,[date_delivery],,,"[is_transferred_nicu] = '1'",y,,,,," @HIDEBUTTON @NOTFUTURE"
time_transfer_nicu,newborn_details,,text,"Time baby transferred to NICU",,,time,,,,"[is_transferred_nicu] = '1'",y,,,,," @HIDEBUTTON"
time_transfer_nicu_unit,newborn_details,,radio,AM/PM?,"1, AM | 2, PM",,,,,,"[is_transferred_nicu] = '1'",y,,,,,
is_transferred_postnatal,newborn_details,,yesno,"Baby transfered to postnatal",,,,,,,"[delivery_outcome] = '1'",y,,,,,
date_transfer_postnatal,newborn_details,,text,"Date baby transferred to postnatal ward",,,date_dmy,[date_delivery],,,"[is_transferred_postnatal] = '1'",y,,,,," @NOTFUTURE @HIDEBUTTON"
time_transferpostnatal,newborn_details,,text,"Time baby transferred to  postnatal ward",,,time,,,,"[is_transferred_postnatal] = '1'",y,,,,," @HIDEBUTTON"
time_transfer_postnatal,newborn_details,,radio,AM/PM?,"1, AM | 2, PM",,,,,,"[is_transferred_postnatal] = '1'",y,,,,,
is_skin_to_skin,newborn_details,"Hypothermia prevention methods",radio,Skin-to-skin,"1, Yes | 0, No",,,,,,"[delivery_outcome] = '1'",y,,,grp_hypo_prevention,,
is_plastic_wrap,newborn_details,,radio,"Plastic wrap","1, Yes | 0, No",,,,,,"[delivery_outcome] = '1'",y,,,grp_hypo_prevention,,
is_radiant_warmer,newborn_details,,radio,"Radiant warmer","1, Yes | 0, No",,,,,,"[delivery_outcome] = '1'",y,,,grp_hypo_prevention,,
is_hypo_prevent_oth,newborn_details,,radio,"Other (specify)","1, Yes | 0, No",,,,,,"[delivery_outcome] = '1'",y,,,grp_hypo_prevention,,
hypo_preven_oth,newborn_details,,notes,"Please specify hypothermia prevention",,,,,,,"[is_hypo_prevent_oth] = '1'",y,,,,,
is_breastfeeding_init,newborn_details,,yesno,"Initiation of Breastfeeding",,,,,,,"[delivery_outcome] = '1'",y,,,,,
is_vitamin_k_administered,newborn_details,,yesno,"Vitamin K Administered",,,,,,,"[delivery_outcome] = '1'",y,,,,,
is_teo_administered,newborn_details,,yesno,"TEO Administered",,,,,,,"[delivery_outcome] = '1'",y,,,,,
is_chx,newborn_details,,yesno,"Chlorhexidine Administered",,,,,,,"[delivery_outcome] = '1'",y,,,,,
is_baby_put_on_o2,newborn_details,,yesno,"Baby put on Oxygen",,,,,,,"[delivery_outcome] = '1'",y,,,,,
is_congenital_anomaly,newborn_details,,yesno,"Congenital Anomaly?",,,,,,,,y,,,,,
note_congenital_anomaly,newborn_details,,notes,"Congenital anomaly details",,,,,,,"[is_congenital_anomaly] = '1'",y,,,,,
has_birth_injury,newborn_details,,yesno,"Birth injury?",,,,,,,,y,,,,,
note_birth_injury,newborn_details,,notes,"Birth injury details",,,,,,,"[has_birth_injury] = '1'",y,,,,,
nbu_redcap_id,newborn_details,"<div class=""rich-text-field-label""><p>Newborn Discharge Summary</p></div>",text,"Newborn REDCAP ID From CIN-Neonatal Booklet",,"This number is written on top of the file",integer,,,,"[is_transferred_nbu] = '1' or [is_transferred_nicu] = '1'",y,,,,,
date_adm_nbu,newborn_details,,text,"Date of Admission into NBU",,,date_dmy,,,,"[is_transferred_nbu] = '1' or [is_transferred_nicu] = '1'",y,,,,," @HIDEBUTTON"
time_adm_nbu,newborn_details,,text,"Time of Admission into NBU",,,time,,,,"[is_transferred_nbu] = '1' or [is_transferred_nicu] = '1'",y,,,,," @HIDEBUTTON"
time_adm_nbu_unit,newborn_details,,radio,AM/PM?,"1, AM | 2, PM",,,,,,"[is_transferred_nbu] = '1' or [is_transferred_nicu] = '1'",y,,,,,
newborn_ipno_new,newborn_details,,text,"Newborn IPNO",,,,,,y,"[is_transferred_nbu] = '1' or [is_transferred_nicu] = '1'",y,,,,,
newborn_date_discharge_new,newborn_details,,text,"Date of discharge",,,date_dmy,[date_delivery],,,"[is_transferred_nbu] = '1' or [is_transferred_nicu] = '1'",y,,,,," @HIDEBUTTON @NOTFUTURE"
time_newborn_discharge_new,newborn_details,,text,"Time of discharge",,,time,,,,"[is_transferred_nbu] = '1' or [is_transferred_nicu] = '1'",y,,,,," @HIDEBUTTON"
newborn_time_disch_unit_new,newborn_details,,radio,AM/PM?,"1, AM | 2, PM",,,,,,"[is_transferred_nbu] = '1' or [is_transferred_nicu] = '1'",y,,,,,
newborn_outcome_new,newborn_details,,radio,"Newborn outcome at discharge","1, Alive | 2, Dead | 3, Referred | 4, Discharged Against Medical Advice",,,,,,"[is_transferred_nbu] = '1' or [is_transferred_nicu] = '1'",y,,,,,
nbu_transfer_reasons,newborn_details,,checkbox,"Reasons for referral to NBU","0, Well baby | 1, Birth Asphyxia | 2, Preterm | 3, LBW | 4, Newborn RDS | 5, Neonatal Sepsis | 6, Jaundice | 7, Anaemia | 8, Meningitis | 9, Congenital Anomaly | 10, Meconium Aspiration | 11, Macrosomia | 12, Chest Indrawing | 13, Grunting | 14, TTN | 15, Hypoglycemia | 16, Hypothermia | 17, Hypoxic-Ischemic Encephalopathy (HIE) | 18, Poor Feeding | 19, SERO Exposed | 20, Chorioamnionitis | 21, Multiple Gestation | 22, POST DATISM | 999, Other(specify)","Get data from Internal Transfer Form",,,,,"[is_transferred_nbu] = '1' or [is_transferred_nicu] = '1'",y,,,,,
adm_reasons_ba_severeity,newborn_details,,radio,"Birth Asphyxia Severeity","0, None | 1, Mild Birth Asphyxia | 2, Moderate Birth Asphyxia | 3, Severe Birth Asphyxia | 4, Unspecified",,,,,,"[nbu_transfer_reasons(1)] = '1'",y,,,,,
nbu_transfer_reason_oth,newborn_details,,text,"Specify other reasons for referral to NBU",SIMPLE:list_icd_11,,,,,,"[nbu_transfer_reasons(999)] = '1'",y,,,,,
nbu_transfer_reason_oth_2,newborn_details,,text,"Specify other reasons for referral to NBU 2",SIMPLE:list_icd_11,,,,,,"[nbu_transfer_reasons(999)] = '1'",,,,,,
nbu_transfer_reason_oth_3,newborn_details,,text,"Specify other reasons for referral to NBU 3",SIMPLE:list_icd_11,,,,,,"[nbu_transfer_reasons(999)] = '1'",,,,,,
is_pri_newborn_adm_dx_new,newborn_details,,yesno,"Clear primary admission diagnosis",,,,,,,"[is_transferred_nbu] = '1'",y,,,,,
newborn_primary_adm_diag_new,newborn_details,,radio,"Newborn primary admission diagnosis","0, Well baby | 1, Birth Asphyxia | 2, Preterm | 3, LBW | 4, Newborn RDS | 5, Neonatal Sepsis | 6, Jaundice | 7, Anaemia | 8, Meningitis | 9, Congenital Anomaly | 10, Meconium Aspiration | 11, Macrosomia | 12, Chest Indrawing | 13, Grunting | 14, TTN | 15, Hypoglycemia | 16, Hypothermia | 17, Hypoxic-Ischemic Encephalopathy (HIE) | 18, Poor Feeding | 19, SERO Exposed | 20, Chorioamnionitis | 21, Multiple Gestation | 22, POST DATISM | 999, Other(specify)",,,,,,"[is_pri_newborn_adm_dx_new] = '1'",y,,,,,
newborn_pri_adm_diag_oth_new,newborn_details,,text,"Please specify other primary admission diagnosis",SIMPLE:list_icd_11,,,,,,"[newborn_primary_adm_diag_new] = '999'",y,,,,,
newborn_pri_adm_diag_oth_new_2,newborn_details,,text,"Please specify other primary admission diagnosis 2",SIMPLE:list_icd_11,,,,,,"[newborn_primary_adm_diag_new] = '999'",,,,,,
newborn_pri_adm_diag_oth_new_3,newborn_details,,text,"Please specify other primary admission diagnosis 3",SIMPLE:list_icd_11,,,,,,"[newborn_primary_adm_diag_new] = '999'",,,,,,
adm_dx_ba_severeity,newborn_details,,radio,"Birth Asphyxia Severeity","0, None | 1, Mild Birth Asphyxia | 2, Moderate Birth Asphyxia | 3, Severe Birth Asphyxia | 4, Unspecified",,,,,,"[newborn_primary_adm_diag_new] = '1'",y,,,,,
newborn_adm_diag_new,newborn_details,,checkbox,"Admission Diagnoses","0, Well baby | 1, Birth Asphyxia | 2, Preterm | 3, LBW | 4, Newborn RDS | 5, Neonatal Sepsis | 6, Jaundice | 7, Anaemia | 8, Meningitis | 9, Congenital Anomaly | 10, Meconium Aspiration | 11, Macrosomia | 12, Chest Indrawing | 13, Grunting | 14, TTN | 15, Hypoglycemia | 16, Hypothermia | 17, Hypoxic-Ischemic Encephalopathy (HIE) | 18, Poor Feeding | 19, SERO Exposed | 20, Chorioamnionitis | 21, Multiple Gestation | 22, POST DATISM | 999, Other(Specify)",,,,,,"[is_pri_newborn_adm_dx_new] = '0'",y,,,,,
newborn_adm_dx_oth,newborn_details,,text,"Specify admission diagnoses",SIMPLE:list_icd_11,,,,,,"[newborn_adm_diag_new(999)] = '1'",y,,,,,
newborn_adm_dx_oth_2,newborn_details,,text,"Specify admission diagnoses 2",SIMPLE:list_icd_11,,,,,,"[newborn_adm_diag_new(999)] = '1'",,,,,,
newborn_adm_dx_oth_3,newborn_details,,text,"Specify admission diagnoses 3",SIMPLE:list_icd_11,,,,,,"[newborn_adm_diag_new(999)] = '1'",,,,,,
adm_dx_ba_severeity_2,newborn_details,,radio,"Birth Asphyxia Severeity","0, None | 1, Mild Birth Asphyxia | 2, Moderate Birth Asphyxia | 3, Severe Birth Asphyxia | 4, Unspecified",,,,,,"[newborn_adm_diag_new(1)] = '1'",y,,,,,
is_sec_newborn_adm_dx_new,newborn_details,,yesno,"Has secondary admission diagnosis",,,,,,,"[is_transferred_nbu] = '1' or [is_transferred_nicu] = '1'",y,,,,,
newborn_sec_adm_diag_new,newborn_details,,checkbox,"Newborn secondary admission diagnosis","1, Birth Asphyxia | 2, Preterm | 3, LBW | 4, Newborn RDS | 5, Neonatal Sepsis | 6, Jaundice | 7, Anaemia | 8, Meningitis | 9, Congenital Anomaly | 10, Meconium Aspiration | 11, Macrosomia | 12, Chest Indrawing | 13, Grunting | 14, TTN | 15, Hypoglycemia | 16, Hypothermia | 17, Hypoxic-Ischemic Encephalopathy (HIE) | 18, Poor Feeding | 19, SERO Exposed | 20, Chorioamnionitis | 21, Multiple Gestation | 22, POST DATISM | 999, Other(specify)",,,,,,"[is_sec_newborn_adm_dx_new] = '1'",y,,,,,
newborn_adm_dx_oth_new,newborn_details,,text,"Please specify other admission diagnosis",SIMPLE:list_icd_11,,,,,,"[newborn_sec_adm_diag_new(999)] = '1'",y,,,,,
newborn_adm_dx_oth_new_2,newborn_details,,text,"Please specify other admission diagnosis 2",SIMPLE:list_icd_11,,,,,,"[newborn_sec_disch_diag_new(999)] = '1'",,,,,,
newborn_adm_dx_oth_new_3,newborn_details,,text,"Please specify other admission diagnosis 3",SIMPLE:list_icd_11,,,,,,"[newborn_sec_disch_diag_new(999)] = '1'",,,,,,
adm_dx_sec_ba_severeity,newborn_details,,radio,"Birth Asphyxia Severeity","0, None | 1, Mild Birth Asphyxia | 2, Moderate Birth Asphyxia | 3, Severe Birth Asphyxia | 4, Unspecified",,,,,,[newborn_sec_adm_diag_new(1)]='1',y,,,,,
is_pri_newborn_disch_dx_new,newborn_details,,yesno,"Clear primary discharge diagnosis",,,,,,,"[is_transferred_nbu] = '1' or [is_transferred_nicu] = '1'",y,,,,,
newborn_primary_disch_diag_new,newborn_details,,radio,"Newborn primary discharge diagnosis","0, Well baby | 1, Birth Asphyxia | 2, Preterm | 3, LBW | 4, Newborn RDS | 5, Neonatal Sepsis | 6, Jaundice | 7, Anaemia | 8, Meningitis | 9, Congenital Anomaly | 10, Meconium Aspiration | 11, Macrosomia | 12, Chest Indrawing | 13, Grunting | 14, TTN | 15, Hypoglycemia | 16, Hypothermia | 17, Hypoxic-Ischemic Encephalopathy (HIE) | 18, Poor Feeding | 19, SERO Exposed | 20, Chorioamnionitis | 21, Multiple Gestation | 22, POST DATISM | 999, Other(specify)",,,,,,"[is_pri_newborn_disch_dx_new] = '1'",y,,,,,
newborn_pri_disch_diag_oth_new,newborn_details,,text,"Please specify other primary discharge diagnosis",SIMPLE:list_icd_11,,,,,,"[newborn_primary_disch_diag_new] = '999'",y,,,,,
newborn_pri_disch_diag_oth_new_2,newborn_details,,text,"Please specify other primary discharge diagnosis 2",SIMPLE:list_icd_11,,,,,,"[newborn_primary_disch_diag_new] = '999'",,,,,,
newborn_pri_disch_diag_oth_new_3,newborn_details,,text,"Please specify other primary discharge diagnosis 3",SIMPLE:list_icd_11,,,,,,"[newborn_primary_disch_diag_new] = '999'",,,,,,
adm_dsc_ba_severeity,newborn_details,,radio,"Birth Asphyxia Severeity","0, None | 1, Mild Birth Asphyxia | 2, Moderate Birth Asphyxia | 3, Severe Birth Asphyxia | 4, Unspecified",,,,,,"[newborn_primary_disch_diag_new] = '1'",y,,,,,
newborn_disch_diag_new_2,newborn_details,,checkbox,"Newborn discharge diagnoses","1, Birth Asphyxia | 2, Preterm | 3, LBW | 4, Newborn RDS | 5, Neonatal Sepsis | 6, Jaundice | 7, Anaemia | 8, Meningitis | 9, Congenital Anomaly | 10, Meconium Aspiration | 11, Macrosomia | 12, Chest Indrawing | 13, Grunting | 14, TTN | 15, Hypoglycemia | 16, Hypothermia | 17, Hypoxic-Ischemic Encephalopathy (HIE) | 18, Poor Feeding | 19, SERO Exposed | 20, Chorioamnionitis | 21, Multiple Gestation | 22, POST DATISM | 999, Other(specify)",,,,,,"[is_pri_newborn_disch_dx_new] = '0'",y,,,,,
is_sec_newborn_disch_dx_new,newborn_details,,yesno,"Has secondary discharge diagnosis",,,,,,,"[is_transferred_nbu] = '1' or [is_transferred_nicu] = '1'",y,,,,,
newborn_sec_disch_diag_new,newborn_details,,checkbox,"Newborn secondary discharge diagnoses","1, Birth Asphyxia | 2, Preterm | 3, LBW | 4, Newborn RDS | 5, Neonatal Sepsis | 6, Jaundice | 7, Anaemia | 8, Meningitis | 9, Congenital Anomaly | 10, Meconium Aspiration | 11, Macrosomia | 12, Chest Indrawing | 13, Grunting | 14, TTN | 15, Hypoglycemia | 16, Hypothermia | 17, Hypoxic-Ischemic Encephalopathy (HIE) | 18, Poor Feeding | 19, SERO Exposed | 20, Chorioamnionitis | 21, Multiple Gestation | 22, POST DATISM | 999, Other(specify)",,,,,,"[is_sec_newborn_disch_dx_new] = '1'",y,,,,,
dsc_dx_sec_ba_severeity,newborn_details,,radio,"Birth Asphyxia Severeity","0, None | 1, Mild Birth Asphyxia | 2, Moderate Birth Asphyxia | 3, Severe Birth Asphyxia | 4, Unspecified",,,,,,[newborn_sec_disch_diag_new(1)]='1',y,,,,,
newborn_discharge_dx_oth_new,newborn_details,,text,"Please specify other discharge diagnoses",SIMPLE:list_icd_11,,,,,,"[newborn_sec_disch_diag_new(999)] = '1'",y,,,,,
newborn_discharge_dx_oth_new_2,newborn_details,,text,"Please specify other discharge diagnoses 2",SIMPLE:list_icd_11,,,,,,"[newborn_sec_disch_diag_new(999)] = '1'",,,,,,
newborn_discharge_dx_oth_new_3,newborn_details,,text,"Please specify other discharge diagnoses 3",SIMPLE:list_icd_11,,,,,,"[newborn_sec_disch_diag_new(999)] = '1'",,,,,,
newborn_dsc_ba_severeity_2,newborn_details,,radio,"Birth Asphyxia Severeity","0, None | 1, Mild Birth Asphyxia | 2, Moderate Birth Asphyxia | 3, Severe Birth Asphyxia | 4, Unspecified",,,,,,"[newborn_disch_diag_new_2(1)] = '1'",y,,,,,
is_newbron_disch_meds_new,newborn_details,,yesno,"Has discharge medications?",,,,,,,"[is_transferred_nbu] = '1' or [is_transferred_nicu] = '1'",y,,,,," @HIDDEN"
